video_duration_sec,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count
25,272096,7643,885,124,76
23,926220,137503,29971,2164,446
37,951643,630212,119603,14308,8481
45,764529,264950,10820,51,30
54,503562,153482,29607,2604,352
6,829195,394022,15295,4530,927
48,152926,39687,6104,896,294
55,301033,176596,38167,3128,1129
36,633145,305314,117399,1807,859
57,573599,31173,7532,590,348
46,98613,39708,11851,971,350
55,34147,20850,5104,417,31
37,13089,1813,408,15,3
14,144909,86078,32419,1828,1009
40,22824,4341,1297,77,28
12,740046,346707,131035,4692,1918
50,757779,145749,7048,2057,868
28,537912,320385,56377,4378,1181
7,881085,473650,74203,10170,1581
29,89002,42223,3663,15,3
43,644056,51123,18278,1219,511
51,107812,37220,1178,863,197
29,759820,69472,24024,1012,409
43,640323,87951,13307,1060,699
38,398361,86035,18615,1441,300
34,182019,85493,23743,1352,361
16,686872,212472,4753,3517,1268
6,329443,57304,2235,351,146
23,840725,132510,7633,458,277
31,116905,33413,4718,508,130
26,147612,44720,3172,165,81
39,855940,110935,43711,2447,419
47,785982,439982,126999,3370,1331
48,356552,164497,33765,3962,1753
25,241461,31455,1952,487,163
37,189825,43180,9499,785,493
21,730516,259093,54589,6405,2827
26,399570,226306,16195,5632,2623
22,271046,156958,42310,2972,50
14,493761,128240,46503,1576,343
50,148421,19774,1391,276,76
38,781479,462709,6132,5066,1813
17,510647,57685,7377,599,247
54,373110,237438,91291,991,455
45,631063,359167,45599,476,83
32,327898,147418,26231,2578,62
54,62173,13428,1429,254,22
54,263750,117185,8637,2193,222
14,221782,38242,1769,2,1
39,948874,158666,20611,706,169
7,978545,204974,27705,1605,434
5,181477,98733,3876,2083,120
57,8779,3356,402,71,8
32,219150,142352,1929,2658,569
55,314105,121955,4616,39,10
20,795570,274492,32805,6489,2726
53,486163,770,278,16,1
15,788915,348649,130702,1382,321
41,319520,11164,3462,86,43
59,983674,278189,18611,6951,4267
43,217636,124800,6221,13,3
40,489750,308576,91272,3220,251
10,827574,430609,98097,6128,1592
5,592556,104773,17878,2377,1433
53,62408,10333,3656,198,23
7,587919,271144,47600,989,283
35,732274,452511,125930,9000,4019
5,135593,77504,10887,1513,502
18,610608,307496,101947,3656,2033
16,273994,136876,32441,2003,694
37,573809,10218,783,132,5
38,541941,285937,85337,577,194
6,483788,65023,11777,288,183
50,895949,114541,27421,433,227
46,471119,229094,14798,2862,508
9,879291,405404,126481,2644,1588
17,842969,266296,105181,795,508
52,865374,554884,193109,5562,3231
54,19138,3538,651,42,27
16,171927,92176,13852,407,12
9,808164,495753,95748,5830,672
10,414282,22348,904,480,49
59,318183,211167,36708,3377,2008
60,59445,27080,1557,205,120
26,458410,185814,18757,3205,1873
41,607209,232236,28303,2275,1432
59,11434,7463,1233,44,8
60,66956,40654,12603,778,233
34,761969,502599,94675,3242,1763
47,92798,54113,20422,994,79
24,40074,26176,619,380,221
10,660972,49645,8012,363,226
14,85658,9168,943,35,14
17,76980,39177,4150,311,102
52,869304,126081,30690,1785,304
5,127294,1408,390,16,9
12,884085,563945,2588,7784,1677
12,938056,505420,182754,9745,6161
32,83253,26303,2606,300,63
12,517290,320940,39511,27,8
18,831057,321939,16647,5462,618
55,694547,412438,152569,3676,718
46,569655,135999,31863,305,187
55,591776,323452,128160,4777,2485
24,875426,191007,35693,3377,881
8,265630,111406,32547,222,106
6,36136,1951,194,24,13
18,696447,49135,13205,141,93
16,700307,108795,4184,2233,303
44,114164,32098,8918,374,32
39,170019,47549,2251,926,341
31,5325,1495,556,19,0
5,606818,68820,26074,552,209
58,370975,97305,36636,1897,969
41,620682,335022,83361,347,226
42,399117,216696,54263,842,530
54,119311,76843,28470,1436,880
12,996959,492360,84422,12120,2118
5,875782,389416,125315,5765,1614
9,546591,115793,34524,2757,1087
8,495490,210956,80708,2738,271
31,885873,499668,76916,11268,5365
24,241974,16299,3859,217,78
10,397164,97528,11344,2173,495
32,901823,433056,32995,5478,1759
26,60301,2311,170,47,13
6,389189,42502,13530,136,25
46,411824,82807,19852,2027,698
13,208244,132267,17441,988,75
20,283260,41152,15637,260,108
26,351071,152605,55827,3300,1709
24,328280,5734,1343,60,18
57,244359,54990,12845,919,372
55,474218,273436,59418,5334,831
8,422786,75963,21763,798,458
48,153831,3241,304,50,9
21,893150,384397,48077,8228,446
10,274967,95739,2824,1084,718
14,160126,69162,25606,1631,978
5,386921,20921,1079,269,60
31,559559,2262,720,50,5
17,15781,6908,2164,165,100
53,546657,117645,3348,681,428
49,174629,34760,12802,85,21
9,407317,33937,12291,64,23
5,103664,47110,17728,717,340
12,459532,82009,22883,780,476
27,219508,127378,22103,2965,1515
26,264951,2447,652,11,5
42,549131,314567,49079,820,110
39,741617,493360,137837,5644,1521
26,786140,132669,27433,903,49
8,229074,129859,43047,1952,1030
50,947071,42856,8870,336,20
14,572631,219850,42566,3161,1015
28,69646,27935,9622,553,327
18,823821,404698,99550,9668,3482
14,732556,91711,26043,1122,121
31,315233,15107,369,193,59
34,519037,40060,11846,731,324
16,35643,16060,4683,72,22
44,942206,180103,58871,4281,1916
26,705207,76659,26802,1291,205
48,477816,44286,570,237,106
17,649637,16271,3836,56,7
24,37803,22189,6581,393,112
30,68315,26981,4670,532,32
48,597608,55240,21216,812,140
43,133110,14293,2764,64,17
37,548220,105971,1701,1296,362
13,218822,21785,2911,77,23
26,86800,8418,2227,161,12
12,681222,226964,568,5085,1102
42,458517,159079,21995,1315,535
53,863267,392956,43550,5902,498
51,771223,431270,21482,711,206
27,207288,124207,35788,1496,360
7,254122,24735,4772,151,43
35,588711,162401,4048,3821,2478
49,344790,51574,296,653,237
36,731626,85567,14998,1698,823
19,526499,140879,22014,1572,381
39,986419,311461,46332,1192,554
48,913772,470329,115560,2740,366
47,96776,10473,3836,40,22
35,859423,29728,4264,224,55
54,78787,8555,1137,117,70
14,173929,110804,19860,1716,750
57,928402,476232,4957,4900,1659
43,480192,206037,49576,2331,109
50,940259,563581,107686,6619,4117
21,75185,18418,1048,274,131
59,547313,153850,41898,2298,1315
28,821499,228962,85568,3173,371
9,382991,51415,15428,389,94
10,884767,572465,170039,13088,70
38,834731,243593,83572,4517,2607
57,716559,247547,13326,4075,714
58,575159,132633,31984,1167,82
36,902870,355954,1282,3575,429
38,158222,55907,2352,110,59
49,398217,28798,7019,422,222
34,777004,268898,10985,5472,1362
12,907842,278675,19829,5026,659
18,79593,33163,10632,750,328
7,882275,403416,23452,5459,638
20,693020,181813,12040,3382,1452
44,627696,193029,23400,3907,1420
19,965544,406556,43014,8419,1157
28,586115,65494,22271,1348,850
10,529102,19973,5741,221,101
9,123397,62751,14203,1475,910
59,578935,238259,50686,5900,2892
34,216904,44513,15497,818,46
18,525950,46865,11302,138,64
7,8862,4008,1407,33,3
44,391174,23682,2474,81,20
14,89173,36669,1666,633,123
37,598632,304578,64452,427,8
23,852932,523140,144903,3503,1436
26,689543,338363,99664,597,70
23,10470,1644,652,3,1
5,724869,390245,35725,7231,610
16,942764,564674,42138,1960,188
36,484068,320872,52311,907,169
36,795982,80530,5066,1429,308
15,895404,185255,17423,2704,357
34,818096,193823,68109,4238,1029
59,858051,199113,59093,3430,1625
56,296604,145587,17753,1278,79
40,763677,381424,59661,8937,1417
20,653712,179312,22051,1197,720
46,694363,12136,2024,12,0
39,524841,287967,43902,5511,3544
33,611984,30347,3358,60,37
46,595134,23912,5880,27,6
45,617301,48859,946,461,9
5,135166,41629,15930,403,152
23,893375,519807,47290,9210,2825
21,624109,103102,30568,1641,1085
53,610962,312683,89357,3902,1775
54,997080,21332,804,518,259
34,399673,66848,13815,500,138
49,390880,244329,46903,3376,2182
19,997996,121741,24735,3026,1586
33,99030,40785,12686,901,436
43,49268,6330,1453,52,30
53,719433,471120,153201,6008,3079
39,381930,183608,17052,3182,889
34,307654,87078,29683,1894,1163
54,413659,59219,19461,44,29
14,177017,23115,7366,462,124
20,699348,74919,4161,1772,492
21,834433,299150,56636,26,1
12,345146,26341,8675,509,106
32,162150,81550,24797,1824,179
47,772754,314386,37842,4997,1408
46,350797,119870,12409,2702,1704
34,490632,159891,61504,2581,588
11,486093,304033,89352,7370,1300
26,586168,74886,24301,1092,121
39,805071,66970,18675,829,98
45,67069,21660,6812,47,15
18,285389,52305,17561,1086,157
59,72312,36483,7330,128,56
49,967278,70070,24588,638,91
14,979844,610601,124096,9819,809
33,423515,96329,31469,1764,691
45,360594,100049,11767,810,483
7,575843,330658,36166,900,303
15,286156,121560,41609,268,16
45,251002,140236,1840,2455,625
14,291108,113329,26946,2225,1004
38,781563,470533,27258,3689,2343
35,1401,27,7,0,0
39,688513,31156,423,205,52
44,477423,183775,29405,1429,537
40,262932,61101,2202,619,98
49,509501,315400,3181,7640,1105
14,143362,58193,4378,1397,920
44,381110,139374,48751,941,47
43,970908,495947,86457,1380,569
59,138283,30978,1514,436,262
5,665790,359303,4262,5307,1275
60,643717,287647,25201,4656,1493
30,3616,1400,241,10,6
28,996116,326929,73364,5755,1294
36,125988,59250,15923,1376,574
30,410251,14079,3329,301,27
49,466189,189232,50520,2748,516
14,855362,312257,78049,410,91
18,877353,58701,1331,816,384
21,479166,260025,70316,3329,1565
52,562005,153921,47062,3174,1807
57,643520,89842,13675,793,263
55,581882,327860,114098,4405,1741
12,914437,78005,8454,1546,875
32,305015,179268,6659,4379,2287
6,141420,65157,12648,413,135
48,355741,189884,50577,4211,2518
57,171373,88294,31901,1564,197
54,437591,267655,28556,1605,515
44,579388,49280,8603,774,493
8,416156,159577,7450,709,94
6,880616,568426,16024,13428,3832
33,142400,4350,307,24,11
44,148946,37836,6246,528,91
35,727644,432460,57643,1820,1182
7,209043,111722,7336,1247,452
54,79310,33086,7741,63,40
7,865363,472847,124431,4062,2600
43,939319,222748,78736,263,155
60,62246,23625,4908,586,330
7,144050,57457,15949,188,29
39,867200,127254,28881,3127,356
14,75637,24044,4636,435,237
45,524748,259515,33017,2641,946
22,81514,43083,10738,1016,148
36,946946,264461,26363,3981,1650
27,22322,247,31,4,1
33,589229,26999,2873,623,53
42,758067,243239,44464,3327,2217
59,79833,38092,5401,181,37
27,854505,77906,18945,1328,228
55,627736,227193,5741,2219,1003
55,468018,66555,9668,639,410
8,747089,159476,25361,3346,59
59,425229,100911,16941,622,78
10,87139,32590,8996,601,156
58,103582,66308,7917,1075,530
46,126046,27280,6764,271,180
39,444400,7905,1462,145,9
26,558974,237173,42364,608,207
11,428164,72046,28614,1266,818
22,549873,287384,79253,606,15
23,507103,304674,68627,5292,2194
31,738317,220304,43559,2819,1596
55,952646,191150,16936,3978,1874
34,256076,83526,5862,300,76
24,105802,25887,5217,246,67
26,752371,420099,63737,9157,2914
24,116539,4884,1679,103,43
47,68419,42546,13402,57,17
46,709473,47747,18922,695,221
5,26155,10831,2774,76,16
46,570398,315194,107308,7189,2709
40,574501,298184,98716,1290,115
14,419016,60818,1724,970,412
52,134897,62904,3654,565,177
22,383790,49591,369,804,229
17,337908,197748,13294,4638,1259
14,514485,160607,36288,3184,925
39,82650,1926,185,19,12
42,864307,116021,27183,1672,521
14,857637,284241,38274,6444,3908
16,491692,223728,88363,3030,817
54,40023,13281,750,183,51
36,551691,17613,2812,29,10
53,336357,216128,83911,5388,1243
52,788592,233644,92270,551,38
11,881041,268973,28596,2002,1213
39,619047,402906,14784,3187,107
13,758036,189907,74517,1191,234
37,485584,303330,67211,6818,131
25,779703,139973,18908,2050,735
14,589379,351176,119635,1400,867
12,465527,115093,11930,943,450
48,698386,1234,54,0,0
32,707115,219971,17357,4704,334
16,774266,417110,6074,2942,735
47,166843,22965,6006,417,90
10,270552,130828,7038,341,33
38,946832,367401,29013,2192,172
53,311441,81253,19553,2013,1060
42,299112,111858,11059,1153,265
20,612939,106821,6811,818,311
51,619501,402394,154360,7340,315
20,6333,3604,293,69,4
30,752531,268573,71635,1028,596
12,250504,36761,11680,16,11
28,778893,499275,8120,861,528
25,456246,254400,89131,4472,2318
55,233079,47915,5492,385,65
6,678736,283660,109796,6100,3982
43,868019,491029,151578,5039,48
52,82816,12148,1874,92,17
29,953265,493784,135564,4898,1410
45,665799,173029,48228,806,80
15,174223,17340,663,251,99
33,762720,295832,85519,2909,1297
13,938816,188442,50583,3151,275
24,987083,154010,32277,2342,1369
21,465928,129655,40176,2816,793
19,748261,267352,74754,3360,2048
36,925921,224140,43003,4944,545
53,921301,164847,14212,3776,2399
45,184122,76106,21963,1717,801
28,403450,92092,10831,1403,507
33,763455,281190,62481,4927,3002
21,512572,241217,43101,5502,474
46,372620,227513,48622,5636,1657
7,113558,74133,6342,427,204
6,238506,125448,19813,2813,302
13,739095,380178,147404,9278,4276
51,70729,1508,328,32,4
9,387813,88018,3889,1197,177
35,462524,34193,7401,97,7
14,242970,81079,6413,1267,747
10,4112,472,151,3,1
26,786926,179473,3271,3004,1728
11,313506,140217,42169,3161,634
40,189583,120628,11430,2854,736
10,252388,90448,17660,700,271
43,805531,267865,8323,1777,1016
23,186640,45453,2250,606,23
18,15391,889,48,3,1
46,256331,165156,19917,1424,3
60,902412,107161,24401,915,140
53,899436,512430,93920,6165,3543
21,728927,62727,23929,649,358
54,16823,1556,171,22,12
16,770018,9797,1124,93,31
38,173340,77160,20268,140,24
32,572437,267328,26213,4479,254
40,226857,95442,20134,614,143
16,101439,30587,3714,535,89
38,994643,209463,65326,55,8
17,813080,241704,59092,5208,317
41,148077,87822,27412,523,71
36,977785,467963,158123,7320,2231
19,628011,260769,26640,2963,1782
48,565517,343085,24400,5467,898
37,935341,450682,98809,6815,3924
34,675205,395096,83105,7653,964
19,562631,163797,55691,2632,97
17,249969,119740,27141,1059,496
38,524706,268328,7165,6278,3406
17,922898,148162,14688,568,227
49,745914,341344,125645,5149,1501
40,468046,38299,10844,309,99
15,660306,120470,40831,2388,1303
20,729872,153712,43793,1658,584
33,701187,251324,32570,1851,1227
18,58375,30181,10595,69,34
48,882608,369095,105393,7592,905
43,481887,183772,35818,2263,1026
57,738209,311659,45208,4242,2504
15,806117,219618,47368,2163,346
22,914987,424900,149658,7355,1183
11,973023,433008,99396,3199,787
22,450665,238336,74467,1867,468
34,678224,130710,34526,2230,794
11,485389,146865,28191,2649,133
18,92465,5798,1971,129,30
15,81842,4949,321,17,2
23,441500,278598,21046,5165,707
7,78990,15808,6109,138,2
8,108274,27078,6516,102,1
26,151706,93255,601,264,31
24,253500,115734,12810,2878,1235
41,503288,61976,24498,800,404
15,915251,34332,8105,394,184
27,940348,342486,67382,2766,79
27,119702,65141,17242,862,226
10,431888,263974,68527,4028,1841
19,112390,54685,16447,15,2
58,40453,15624,5677,233,75
58,125529,32793,4441,617,107
33,276449,6586,1458,151,60
52,495905,82023,22091,2040,133
52,197907,13166,1298,66,8
57,1406,411,46,9,3
35,854779,127549,34722,1140,109
44,435418,27698,4983,79,22
11,125988,29206,3821,271,24
13,885341,211759,43888,4971,271
44,312966,110252,40326,2524,68
24,555570,227698,35868,1540,968
49,751785,239605,62436,4286,798
51,125357,17486,2035,315,157
10,662615,261359,1192,2147,1238
49,374094,102934,13732,836,296
28,651478,203983,63648,254,57
48,555540,4174,672,30,1
12,146880,66432,23832,851,554
28,830253,445012,163131,10786,6067
39,30993,1730,477,30,2
34,13532,1253,41,6,2
35,319835,115092,20206,2047,444
50,147536,58851,9842,995,630
18,692254,330571,100714,1099,236
14,727912,37523,13236,426,155
14,410027,14259,1544,195,128
13,82519,48521,835,724,196
13,871782,55570,20545,756,108
18,872158,309770,21735,7543,4039
49,26607,2360,761,58,27
18,444991,207657,50060,296,18
19,685811,17167,58,110,31
38,758687,483349,155704,6973,4520
8,739423,319592,41636,5719,209
24,683664,322252,97276,7982,2280
25,220321,131019,28799,2507,1408
22,105902,1885,229,39,9
42,409700,245888,88114,4195,61
51,465139,286113,79867,1852,598
52,952445,563707,26698,11471,714
50,333179,122853,44241,1298,618
43,376586,203738,75984,566,244
31,427222,199002,26293,1431,355
54,293677,61655,18644,398,88
11,80321,27945,2478,296,97
43,810806,57875,9570,166,61
47,710221,420618,67045,9405,1048
34,503029,124596,12057,766,411
26,991241,506960,37639,3397,2159
34,572980,242539,10588,5179,1183
53,439465,290447,10794,3403,740
6,166936,60744,17895,1513,321
28,370371,202710,7946,3458,1485
7,904832,280635,79130,900,438
14,65006,32184,11302,731,30
38,680137,273867,87660,3256,1594
44,451737,11669,1737,49,30
9,173490,64673,9422,1077,259
40,360274,50429,1680,1056,600
7,929077,379068,139324,3821,2371
42,924578,10275,2497,170,31
50,641473,260927,10814,3178,346
13,916347,593641,220745,10027,3089
31,446510,277013,48669,2084,1034
35,796982,346216,136682,3205,718
43,974593,80624,10725,909,397
13,169510,40283,3434,52,14
60,856965,453130,46272,8671,765
53,867175,539544,18257,6892,958
10,746092,462045,9109,5843,2308
45,354847,10188,3388,237,141
47,354593,212840,57543,3937,386
36,878847,412385,34483,9613,3062
51,742654,40100,7650,226,71
14,311797,113343,31602,1595,342
20,263548,78624,20500,642,158
12,887283,101834,14324,208,109
29,271716,103404,15547,2373,860
35,694903,107678,15426,15,9
32,512616,46996,17733,708,46
19,500975,309735,81362,6597,3178
24,978503,209971,73302,5139,1691
7,14318,5496,1794,81,16
6,961131,17637,6131,428,281
51,430971,161382,5572,817,523
56,930679,448060,73689,2052,474
21,871121,146136,36290,428,162
39,90457,30508,12111,622,297
18,225322,117356,28768,728,331
47,820217,182063,25228,1321,5
46,935045,361970,44961,8863,1271
35,515327,104525,19899,1630,131
55,142751,5969,2006,109,41
41,212211,67569,21172,1163,444
9,448876,161370,42149,2840,1584
30,164267,23067,7906,148,24
52,880947,290261,49648,2920,964
14,673780,58153,11312,1149,514
14,551513,87318,33442,1228,473
39,696032,32436,8956,637,19
10,272851,78227,2254,1647,189
43,497015,295002,9337,4080,411
15,284536,62245,23046,54,32
36,959581,468071,156916,1600,910
24,109777,71942,2489,1276,414
17,450023,263634,31254,5273,3033
23,909046,171439,8778,3820,1771
34,830545,464272,34476,9515,804
51,2327,281,91,1,0
23,690623,14859,4443,369,170
11,104588,59472,5064,869,100
29,786402,384699,33549,1691,1008
23,516774,282963,20566,5907,2151
48,513033,228678,46789,4116,1832
27,655052,138361,21032,1540,774
56,959678,200749,15923,4539,2724
7,889840,398430,128538,387,131
41,84079,8262,2954,93,48
44,515707,106846,20759,2452,1419
52,213487,49431,12971,144,68
12,285723,130652,40550,2074,1164
47,707929,60496,20433,23,15
35,473792,42800,6585,732,92
56,986459,423574,87446,8390,5295
27,910683,201216,23532,331,153
41,444230,67896,23364,1596,218
42,224506,65622,19920,108,60
53,293817,90995,17365,738,162
17,308572,196488,70408,3121,1495
16,78688,45009,12304,974,148
7,337746,18275,5392,254,7
10,238796,116801,8449,2233,791
33,773368,184261,52132,126,34
10,577689,233179,68342,2064,840
9,474490,259223,6955,4092,941
53,885971,558711,69055,7136,2784
57,188032,48422,12480,150,92
13,136431,79723,354,1639,1011
16,208469,20454,3737,167,22
19,119194,10338,4078,111,16
8,492852,137375,307,718,242
19,839239,201773,14145,3073,1431
26,985473,186728,74415,552,61
50,370903,217801,67449,4532,1746
16,677894,21054,1428,80,24
26,802339,289000,65005,332,155
13,85575,47151,4074,990,498
15,776389,132984,5484,889,513
18,413232,46474,7594,41,8
59,340236,154289,14249,3576,366
11,901474,9785,1745,53,27
7,311337,61715,4813,1390,436
47,405241,249826,97783,50,26
48,377119,161993,31922,3908,1767
14,547232,343614,84768,4966,2844
40,965501,7560,1259,7,4
30,143480,60016,17159,1299,479
52,831306,247693,97702,4016,179
30,520845,79393,17351,70,34
58,868763,559276,115761,6492,30
22,942530,564151,75539,13231,1157
5,149682,65875,1982,708,284
39,180301,113737,2157,356,174
26,523062,348212,55910,4192,1019
33,108532,51710,10998,546,52
27,514363,230474,22417,1784,248
11,831150,289623,105627,3770,1530
34,15775,1993,728,39,8
37,581221,379749,110417,1907,71
43,521458,110675,8704,1941,801
16,534021,153492,57235,3486,1902
8,138026,84148,21038,2004,1036
49,677825,228259,3781,3028,1829
28,249759,98862,23496,2308,1011
22,119057,23288,6029,317,198
38,840215,409036,124676,9812,5505
59,365416,6969,1805,126,55
23,747514,494733,132757,10484,6588
28,509860,282827,47443,2295,334
6,342611,196381,15976,4100,452
57,77087,51082,3352,113,62
60,918098,320363,69486,5988,2231
51,162246,85895,27228,881,547
15,518369,89223,34978,1721,518
44,239702,53186,3621,1244,3
45,659388,260707,66844,2537,1213
21,311923,118203,38298,1815,992
43,897588,353937,112766,8395,5522
9,530971,151439,14106,1710,796
6,916011,472724,106595,9134,166
23,794105,383258,19088,7168,957
25,718186,467037,166253,8521,644
21,378147,192124,4784,2658,1232
25,986313,607128,142800,4112,2109
41,367063,26121,2909,66,36
46,997365,657830,256130,4908,904
42,365838,122226,26547,1991,1105
56,17933,3000,307,1,0
36,842723,253563,50246,391,155
32,522249,106251,4227,1136,503
52,34150,9074,1537,91,36
29,140250,66659,19107,819,69
55,853571,390015,106781,6359,2550
36,969970,164460,1893,3394,1072
37,1784,1153,179,4,1
5,101679,36376,14057,145,79
6,718438,113465,5977,1106,610
54,142990,75443,2741,798,283
33,486594,269333,9355,3670,424
9,564886,292746,86292,7133,2153
40,734082,337121,71265,4097,2694
29,402801,163429,38185,215,46
51,62721,19968,3582,446,246
49,478354,176819,38413,460,160
15,175952,8085,1846,170,69
53,995369,401060,76764,1820,596
19,925498,327241,35443,2285,36
13,36537,381,48,5,3
46,433094,262818,36840,4429,1624
28,861725,297032,65886,5713,2104
10,53090,23375,5997,191,56
6,801900,74576,3323,1088,156
32,11781,7655,488,185,52
21,928995,182991,10480,3890,2026
36,346127,230464,20394,4685,1382
54,497596,66878,18566,1456,212
53,561226,71027,3497,1708,476
26,641913,299341,37564,1109,246
11,305533,164313,52693,4028,1359
27,807316,54584,138,1092,283
33,723545,444182,52040,2773,243
43,654435,303903,84887,6700,718
42,788239,310580,103272,5080,584
40,319971,165513,20247,1506,478
25,327104,36697,6468,708,293
52,207486,62708,3488,1476,636
28,163591,70438,22570,228,112
16,362346,147388,15870,3262,1282
20,398364,177083,57747,677,54
38,685171,49508,19737,959,478
48,513946,72429,13822,45,20
15,81662,5220,647,68,19
9,526517,50110,11085,615,55
19,263847,9864,1061,160,11
55,598266,21652,8416,511,103
12,570176,375035,51742,4209,2493
26,341365,41634,4376,505,202
53,334458,38372,9727,436,207
11,932366,183222,40895,3880,1419
6,241402,136835,22566,2182,1364
29,264227,46520,10191,495,12
36,630298,112281,6897,2264,1275
39,726003,354386,134377,4287,517
25,916439,140985,49458,2346,1037
30,232075,77163,26903,164,29
13,675428,196864,5480,393,78
21,134328,59631,8747,818,501
5,634249,95275,17403,1874,383
28,83199,38288,7861,379,64
58,189003,51413,3894,968,415
26,254652,24548,9383,481,82
29,859653,242333,91868,1721,791
49,595824,45660,1653,507,60
14,327401,60964,7042,706,87
29,247897,72726,1854,91,46
24,630478,168697,32740,2099,1080
38,900325,206592,57983,2972,527
44,382857,189902,56514,996,309
52,599928,269641,13752,3211,1189
14,486406,93531,24020,323,66
35,16359,8711,2054,174,113
30,511505,139089,50478,719,15
51,267309,26318,2653,452,172
26,980878,539200,207010,5660,1559
53,8248,4271,735,57,5
31,912441,238149,59257,4407,1913
17,126601,1282,319,6,3
42,179194,16694,235,377,175
11,183581,4097,1213,34,15
33,567568,202381,35991,4078,940
21,730166,112683,31178,1369,646
8,843309,420169,37365,6315,159
24,190623,58570,7151,486,155
55,29813,14358,1760,121,5
8,797775,437313,14267,10184,4404
44,469275,203688,30984,3931,301
55,643737,342420,8106,1486,12
6,779830,8259,942,157,6
57,528919,272348,76493,475,197
28,378770,20797,6134,402,38
21,751620,63885,7653,1467,816
9,91586,37073,11017,708,455
6,144041,45145,3748,352,99
54,141070,62520,18311,1345,771
14,427836,181003,71563,1687,96
52,160446,9118,1231,80,48
47,12717,5912,677,50,17
13,456026,223647,57934,337,130
43,545903,266053,17075,4091,692
27,536359,52982,6726,1013,266
10,357288,146242,38872,3185,1278
7,483167,47168,18004,137,84
20,321061,40634,2165,500,98
12,492639,225425,6172,2170,705
29,796476,25814,9794,282,182
44,300976,22194,4868,14,0
34,272824,67819,8192,1464,249
46,50506,3774,145,39,3
37,927164,419979,98882,144,77
60,828626,315148,60966,6912,58
59,878446,576943,181759,3207,171
13,825136,504677,101136,1411,711
17,735726,178360,23033,813,21
45,72059,5510,825,73,11
28,807622,23478,956,84,13
14,730337,343762,73510,3314,1141
19,876150,560048,95340,7042,641
27,982248,454088,68334,2207,998
19,576957,349673,41688,5803,304
17,825222,198828,24,3099,1592
8,757579,236599,91708,2185,1397
45,607741,101599,22110,232,72
38,586102,116676,36456,966,406
30,305326,120431,5536,608,62
42,934938,148565,5412,1889,170
52,408233,250803,40132,1400,288
11,741854,82666,2175,285,124
53,678525,371074,138881,4224,178
19,527886,82211,31431,1312,453
18,833881,347639,105418,6155,1759
25,304088,46543,5448,1145,247
47,694915,130563,32072,2094,690
22,245568,21819,6029,285,93
30,285381,138901,10937,992,173
24,158973,71897,6873,1125,700
7,458387,68208,14943,413,269
42,144397,9066,329,187,112
59,561504,357769,13081,3265,1340
48,465642,107321,38304,755,107
29,482110,101116,39035,2323,406
36,411511,152459,17598,2643,585
38,800770,449120,140392,4759,1467
18,496327,51928,8223,276,158
22,139433,67584,16314,991,476
56,320512,82205,29960,2010,430
30,671299,406363,45319,6690,392
7,540817,82039,10525,1269,724
59,75851,42923,15705,378,121
7,992667,656243,121155,6029,3277
43,288573,22672,8147,301,25
58,951143,232427,71448,804,437
58,680677,127391,34222,1698,119
22,766943,403709,129162,4503,2643
28,922855,213954,28713,1415,827
48,751456,33496,10322,74,30
10,631889,242605,90848,3348,2045
19,762959,260577,65583,5953,811
46,73422,18557,37,183,59
29,748237,143010,46285,1187,675
38,859289,97866,3886,717,66
24,724357,221946,74394,4155,1209
53,871452,195200,70898,968,380
14,760301,231150,5867,1947,934
53,29650,1827,76,18,9
39,316980,147164,23311,385,196
43,146507,58306,21015,320,153
49,393356,46766,2794,617,267
59,769862,164030,1533,453,291
60,854829,339623,35176,1016,296
27,633939,402273,160890,750,480
56,777417,20638,5922,278,47
27,441315,37679,13348,335,68
48,862896,510997,80746,7939,552
15,23307,2774,305,34,9
8,826877,434218,43907,3657,1538
31,176802,41711,16643,440,245
16,954677,351152,86604,8060,5265
41,492994,90165,34866,1864,486
10,857703,510698,168020,5981,3308
14,321101,58471,1482,1164,731
33,282544,88194,13104,1056,572
47,400638,78101,21341,479,46
53,872002,102507,12809,2276,1407
11,137178,65402,1758,1133,63
21,189003,94807,1164,784,295
31,576808,40446,14970,597,286
40,406983,200239,72816,4596,1638
17,835463,56125,5235,728,198
9,776438,31327,6183,331,116
14,481426,143170,42223,97,28
37,614326,375043,28917,8351,580
42,577154,126861,19028,1874,379
15,804015,528287,26059,501,100
19,102989,18166,7053,322,163
55,163966,39674,3619,935,319
56,61709,34051,8144,481,247
10,703112,400890,20768,5943,3001
40,71372,36671,7533,228,84
43,617428,261318,48992,1598,883
25,740842,300735,75535,2808,345
37,538958,309346,62994,5948,2114
59,920225,332648,112660,548,134
43,184065,105290,5138,1769,71
52,480258,290936,660,6910,1074
16,415025,129824,30139,68,7
19,816437,392496,71724,6208,1141
49,115859,12250,4216,170,103
18,689201,366982,1324,5924,2813
35,168217,55108,21002,1279,133
27,351002,148655,57309,772,43
32,587840,207368,34215,3532,660
49,590504,82157,14521,107,31
56,194954,2888,581,53,33
33,200808,19746,2359,455,232
16,573675,277619,68447,1150,280
7,278317,175949,25684,3876,1826
18,905932,420230,93719,7447,302
37,546417,238823,86798,5708,2123
52,98586,39715,15548,152,57
34,671048,289747,50195,4875,2446
60,614591,145108,945,2035,1180
8,146755,92564,28041,319,146
11,267393,4528,1167,65,21
