#,video_id,video_duration_sec,video_transcription_text,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count,deep_engagement_rate,share_to_like_ratio,is_highly_shareable,complexity_score,claim_status_opinion,verified_status_verified,author_ban_status_banned,author_ban_status_under review,llm_sentiment_score
96,6570169707,50,a friend mentioned someone discovered that the total number of multinational companies investing in green initiatives has increased by 35% since 2020,168449.0,90690.0,16615.0,1962.0,383.0,0.8737778199929949,0.1832065277318337,0,1.0,False,False,True,False,1.0
7472,8595443798,29,"a friend encountered a study mentioning that 99% of individuals in denmark, ireland and the united arab emirates have internet access",949317.0,314260.0,97291.0,3304.0,611.0,0.6502222123905924,0.3095876026220327,1,0.9523809523809523,False,False,True,False,1.0
7528,9326223863,28,a friend encountered a study claiming that the pupil of a goat is rectangular,143368.0,45278.0,8667.0,687.0,327.0,0.5161123821215334,0.19141746543575247,0,0.8571428571428571,False,False,False,False,1.0
2612,1566763903,31,a friend read  on social media that a pound of houseflies contains more protein than a pound of beef,732839.0,459503.0,92558.0,5309.0,842.0,1.0299506440022979,0.2014306761870978,0,0.7894736842105263,False,False,True,False,1.0
10765,4796191850,59,my friends feel that cats can't taste sweet flavors,6482.0,2197.0,643.0,8.0,2.0,0.6408515890157359,0.29267182521620394,0,1.0,True,False,False,False,0.0
2819,8983825589,28,a friend read  on a website a claim that one-third of the world’s airports are located in the u.s.,9215.0,4720.0,383.0,111.0,47.0,0.6832338578404775,0.08114406779661017,0,0.8181818181818182,False,False,False,False,1.0
10409,5804565175,26,my friends think that about half of the world's population can access the web via a mobile device,6779.0,395.0,54.0,9.0,2.0,0.08673845699955746,0.13670886075949368,0,0.9473684210526315,True,False,False,False,0.0
220,7025489308,37,a friend told me someone discovered that the largest living thing on earth is a tree,560115.0,259081.0,97881.0,3155.0,935.0,1.007041411138784,0.3778007650117145,1,0.9375,False,False,False,False,1.0
5227,3151042330,40,i read  online a claim that the sunset is blue on mars,337778.0,222851.0,75019.0,3075.0,756.0,1.3578296987962508,0.33663299693517196,1,1.0,False,False,False,True,1.0
10645,5901171725,30,my friends understand that there are billions of eggs produced commercially each year,2464.0,181.0,43.0,0.0,0.0,0.12581168831168832,0.23756906077348067,0,1.0,True,False,False,False,0.0
9813,6611043460,52,i understand that an average user spends 40% of their day on the internet,5409.0,969.0,321.0,11.0,2.0,0.3640229247550379,0.33126934984520123,1,1.0,True,False,False,False,0.0
14706,8870561174,32,my family's point of view is that you can fit about 400 grapevines in one acre of land,386.0,44.0,6.0,1.0,0.0,0.16839378238341968,0.13636363636363635,0,0.9473684210526315,True,False,True,False,0.0
2734,2649311572,21,a friend read  in a discussion board a claim that cannonballs were the first objects thrown in international shot put events in the early 1900s,63633.0,37404.0,11517.0,330.0,111.0,1.1498279194757437,0.3079082451074751,1,0.8,False,False,False,True,0.0
9454,8779604581,53,a colleague discovered on tv that children are born less frequently on saturdays,745042.0,190033.0,46285.0,1166.0,8.0,0.44615202901312945,0.2435629601174533,0,0.9230769230769231,False,False,False,False,0.0
3101,5435707467,27,someone learned  online a claim that the most successful predator is a wild dog,397592.0,241685.0,48222.0,5829.0,2394.0,1.027752067446025,0.19952417402817718,0,0.9285714285714286,False,False,False,True,0.0
10885,8672656538,28,my colleagues think that the dwarf planet pluto was named by an 11-year-old girl,9565.0,3630.0,661.0,32.0,4.0,0.5976999477260847,0.18209366391184573,0,1.0,True,False,False,False,1.0
2458,8713226768,6,a friend read  on an internet forum a claim that canned pumpkins do not contain actual pumpkins,718438.0,113465.0,5977.0,1106.0,610.0,0.1892076978110846,0.0526770369717534,0,0.8823529411764706,False,False,False,True,1.0
5772,9635576886,45,i read  in the news a claim that it would take a 50 petabyte drive to store every written work ever created,37768.0,12649.0,4105.0,147.0,18.0,0.6736125820800678,0.32453158352438927,1,0.9545454545454546,False,False,False,False,1.0
2534,1745733677,38,a friend read  in the media a claim that earth days are getting longer over time due to orbital expansion,271386.0,118229.0,10682.0,1268.0,540.0,0.5717280920902331,0.09035008331289278,0,0.95,False,True,False,False,0.0
5704,9366808350,34,i read  on a website a claim that you can burn calories just by standing,788092.0,22497.0,3048.0,257.0,25.0,0.04119062241464194,0.13548473129750632,0,0.9333333333333333,False,False,False,False,1.0
17390,7920614531,48,i am willing to say that the total number of multinational companies investing in green initiatives has increased by 35% since 2020,5917.0,667.0,19.0,4.0,1.0,0.12472536758492479,0.02848575712143928,0,1.0,True,False,False,False,1.0
8959,9482749415,16,someone discovered on tv a claim that marie curie is the only person with two nobel prizes in different sciences,582775.0,323712.0,65458.0,2997.0,1700.0,0.9136922482947964,0.20221060695927243,0,1.0,False,True,False,False,1.0
18397,5567421432,26,my colleagues are willing to wager that leeches were historically used to predict the weather,8783.0,2949.0,1073.0,48.0,8.0,0.7204827507685301,0.3638521532722957,1,0.9333333333333333,True,False,False,False,0.0
13112,2852579338,37,our position is that new parents lose around 750 hours of sleep in the first year of their first child’s life,5665.0,1727.0,473.0,20.0,0.0,0.5659311562224184,0.27388535031847133,0,0.9090909090909091,True,False,True,False,1.0
12958,5586106752,34,our feeling is that the human brain uses 20% of the body's oxygen,6071.0,2064.0,675.0,15.0,1.0,0.6812716191731181,0.32703488372093026,1,0.9285714285714286,True,False,False,False,0.0
1973,5234359205,43,a friend learned  in a discussion board a claim that the average car has more than 100 miles of code in the vehicle’s internal computer,480192.0,206037.0,49576.0,2331.0,109.0,0.7538151406104225,0.2406169765624621,0,0.8461538461538461,False,False,False,False,1.0
11027,4174244786,11,my colleagues understand that a pound of houseflies contains more protein than a pound of beef,9815.0,3511.0,465.0,2.0,0.0,0.5004584819154355,0.1324409000284819,0,0.8125,True,False,False,False,1.0
6743,1787134387,53,"a colleague read  on an internet forum that the best selling single of all time is ""white christmas"" by bing crosby",112525.0,27987.0,1591.0,17.0,10.0,0.29176627416129747,0.056847822203165754,0,1.0,False,False,True,False,0.0
18693,4997307423,47,my friends are convinced  that a man once set a record by putting on over 260 t-shirts,1764.0,583.0,8.0,13.0,4.0,0.3707482993197279,0.0137221269296741,0,0.9444444444444444,True,False,False,False,1.0
7647,2942643828,28,someone read a report mentioning that new elements have been discovered outside the periodic table,218954.0,65406.0,4544.0,859.0,554.0,0.3778099509486011,0.06947374858575665,0,1.0,False,False,True,False,1.0
15087,6341758009,9,my family's understanding is that armadillos have bulletproof shells,256.0,67.0,9.0,0.0,0.0,0.3671875,0.13432835820895522,0,1.0,True,False,False,False,0.0
13981,4214588281,34,my friends' impression is that 5 dwarf planets are recognized in the solar system,8453.0,2846.0,1100.0,63.0,5.0,0.7506210812729208,0.3865073787772312,1,1.0,True,False,False,False,0.0
12536,6214225168,33,our opinion is that halley’s comet won’t be seen again until 2061,7227.0,946.0,41.0,10.0,2.0,0.15262211152622113,0.04334038054968287,0,1.0,True,False,False,False,1.0
4792,9924766767,57,i learned  in a discussion board that chihuahuas have the largest brain among dogs,913779.0,100925.0,21463.0,1867.0,517.0,0.18817350803640706,0.21266286846668317,0,1.0,False,False,False,False,1.0
16568,6242803864,16,my colleagues' sentiment is that canned pumpkins do not contain actual pumpkins,2019.0,141.0,51.0,3.0,1.0,0.1510648836057454,0.3617021276595745,1,0.9166666666666666,True,False,False,False,0.0
7678,7060807060,10,someone read a report mentioning that penguins can jump as high as 9 feet in the air,461433.0,168353.0,60020.0,2226.0,378.0,0.771178047517191,0.35651280345464587,1,0.9411764705882353,False,False,False,False,1.0
17895,9666313028,50,my friends are willing to bet that the bent joint in the legs of the flamingo is its ankles,9973.0,1806.0,420.0,40.0,5.0,0.3204652561917176,0.23255813953488372,0,0.8947368421052632,True,False,False,False,1.0
320,9613860728,47,a friend reported someone revealed that the japanese word ‘karaoke’ comes from a phrase meaning ’empty orchestra’,472979.0,92157.0,15134.0,1566.0,525.0,0.3029880819232989,0.16421975541738554,0,0.9411764705882353,False,False,False,False,1.0
17990,7053762217,47,my family is willing to say that captive ravens can speak better than parrots,1331.0,573.0,212.0,7.0,0.0,0.9241172051089407,0.3699825479930192,1,1.0,True,False,False,False,1.0
13834,2775732306,57,my friends' understanding is that humans will live on mars by 2035,2970.0,1134.0,365.0,14.0,2.0,0.765993265993266,0.3218694885361552,1,1.0,True,False,False,False,1.0
2376,3014641471,27,a friend read  online a claim that technicolored squirrels roam the lands of southern india,910683.0,201216.0,23532.0,331.0,153.0,0.2998968905755351,0.11694895038167939,0,0.9333333333333333,False,False,False,False,1.0
3338,9299369169,36,someone learned  on social media a claim that canned pumpkins do not contain actual pumpkins,845679.0,131441.0,20250.0,124.0,44.0,0.22780629529644228,0.1540615180955714,0,0.9333333333333333,False,False,True,False,0.0
7198,5076108763,56,a colleague read  in the news that we will all fly with individual jetpacks by 2032,571685.0,211249.0,32508.0,1238.0,174.0,0.5472156869604765,0.1538847521171698,0,1.0,False,False,True,False,1.0
5911,8556006921,28,a colleague learned  online that dragonflies can see in all directions at the same time,774052.0,362863.0,136582.0,4423.0,2350.0,1.0213499868225908,0.37640101084982486,1,1.0,False,False,False,False,1.0
7361,9029911570,22,"a colleague read  in the media a claim that in japan, its considered good luck when a sumo wrestler makes your baby cry",32172.0,13931.0,4932.0,331.0,143.0,0.932674375233122,0.3540305792836121,1,0.8695652173913043,False,False,False,True,0.0
5914,4904462452,60,a colleague learned  online that jupiter has the most moons,984453.0,162975.0,35691.0,3773.0,335.0,0.28649107677055174,0.21899677864703176,0,1.0,False,False,False,False,1.0
5615,5049588942,32,i read  in a discussion board a claim that a shape with 26 sides is known as a rhombicuboctahedron,80824.0,33728.0,6498.0,721.0,464.0,0.696736117984757,0.1926589184060721,0,0.8421052631578947,False,False,False,False,0.0
13929,6750724172,60,my friends' understanding is that no two teeth from different people will ever be alike,5733.0,1442.0,325.0,11.0,0.0,0.42735042735042733,0.22538141470180306,0,1.0,True,False,False,False,1.0
9708,4342932146,15,"i believe that the metro of st. petersburg, with an average depth of hundred meters, is the deepest metro in the world",6846.0,682.0,122.0,10.0,1.0,0.15775635407537247,0.17888563049853373,0,0.8181818181818182,True,False,False,False,1.0
5494,8323671183,20,i read  on social media a claim that violins are constructed from 70 individual wooden pieces,474574.0,184903.0,4692.0,1614.0,115.0,0.42996666484046747,0.02537546713682309,0,1.0,False,False,False,False,0.0
8863,3962281342,47,someone discovered on the news a claim that the oldest playable musical instruments were found in china,206055.0,18273.0,1833.0,436.0,102.0,0.12270510300647886,0.1003119356427516,0,0.9411764705882353,False,False,True,False,1.0
13810,3082719618,58,my friends' thinking is that 170-year-old champagne was found under the baltic sea,4620.0,953.0,250.0,1.0,0.0,0.36926406926406924,0.2623294858342078,0,1.0,True,False,False,False,0.0
15231,5564533374,48,my family's feeling is that the total number of multinational companies investing in green initiatives has increased by 35% since 2020,2562.0,1118.0,37.0,17.0,5.0,0.5035128805620609,0.03309481216457961,0,1.0,True,False,False,False,1.0
331,1303606780,10,a friend reported someone revealed that mars has running water,167202.0,110909.0,907.0,2732.0,426.0,0.7337113192425928,0.008177875555635702,0,1.0,False,False,False,False,1.0
1787,8090819285,45,a friend learned  in the media a claim that india’s trains transport roughly 23 million passengers each day,764529.0,264950.0,10820.0,51.0,30.0,0.3892893533142628,0.040837893942253255,0,0.9473684210526315,False,False,False,False,1.0
813,5860561859,20,"the news claimed someone revealed that the city with the largest bus network in the world is jakarta, indonesia",888082.0,488460.0,76670.0,5611.0,1504.0,0.8313545370810353,0.15696269909511526,0,0.8421052631578947,False,False,False,True,0.0
1979,4497716079,10,a friend learned  in a discussion board a claim that badminton is the fastest ball and net sport in the world,884767.0,572465.0,170039.0,13088.0,70.0,1.2681146561750156,0.29702951272130174,0,0.8095238095238095,False,False,False,False,1.0
3117,7939379231,8,someone learned  on an internet forum that the most watched summer olympics event for the past 20 years has been gymnastics,997102.0,154900.0,20611.0,1357.0,347.0,0.2221417668403032,0.13306003873466754,0,0.9523809523809523,False,False,False,True,1.0
8562,9241896267,11,a friend discovered on the news that humans have jumped further than horses in the olympics,510540.0,309147.0,27234.0,6898.0,2759.0,0.8169017119128765,0.08809401352754515,0,0.9375,False,False,False,False,1.0
3332,1898936609,16,someone learned  on social media a claim that we only see the same side of the moon,835339.0,346564.0,105349.0,4177.0,1694.0,0.8122810020841837,0.3039813714061472,1,0.9411764705882353,False,False,False,True,1.0
614,5046520872,28,the news claimed someone discovered that cannonballs were the first objects thrown in international shot put events in the early 1900s,764700.0,6834.0,2687.0,57.0,18.0,0.019748921145547275,0.3931811530582382,1,0.8571428571428571,False,False,True,False,1.0
1283,2175694535,13,a colleague told them the media discovered an espresso maker has been sent to space,610877.0,273041.0,17317.0,225.0,43.0,0.5332546486444898,0.0634227094099421,0,1.0,False,False,True,False,1.0
11563,7805272369,59,"my understanding is that 1920 was the last time the event ""tug-of-war"" was played in the summer olympics",938.0,387.0,110.0,7.0,3.0,0.7931769722814499,0.2842377260981912,0,0.85,True,False,False,False,1.0
14222,2076429324,24,my friends' sentiment is that the average american spends time totalling 2.5 days annually looking for lost items,3096.0,251.0,22.0,5.0,2.0,0.10852713178294573,0.08764940239043825,0,1.0,True,False,False,False,1.0
9073,4197579405,45,i discovered on the news that it would take 258 earth days to drive around one of saturn’s rings at a speed of 75 mph,607741.0,101599.0,22110.0,232.0,72.0,0.2776988881776941,0.2176202521678363,0,0.9615384615384616,False,False,False,False,1.0
6159,7779279962,5,a colleague learned  from the media a claim that smelling green apples help with weight loss,141067.0,81714.0,19264.0,2009.0,1070.0,1.046828811841182,0.23574907604572043,0,0.9375,False,False,False,False,0.0
16586,3371276135,40,my colleagues' sentiment is that black cats are good luck in britain and japan,2660.0,575.0,223.0,0.0,0.0,0.46766917293233085,0.38782608695652177,1,1.0,True,True,False,True,1.0
14182,5894874337,11,my friends' sentiment is that the bent joint in the legs of the flamingo is its ankles,6441.0,343.0,113.0,1.0,0.0,0.1063499456606117,0.3294460641399417,1,0.8235294117647058,True,False,False,False,1.0
15346,1303852334,24,my family's sentiment is that some ants can lift up to 20 times their own body weight,6270.0,214.0,25.0,3.0,0.0,0.047527910685805426,0.11682242990654206,0,1.0,True,False,False,False,1.0
13954,2948281903,27,my friends' impression is that mobile phone use in india is nearly 100%,9948.0,2117.0,318.0,42.0,1.0,0.3215721753116204,0.1502125649504015,0,0.9230769230769231,True,True,False,False,0.0
10812,3080949853,24,my colleagues think that 4 of the top 10 highest paid atheletes in the world are players in the american national basketball assocation (nba),7996.0,3020.0,1028.0,67.0,26.0,0.7950225112556278,0.3403973509933775,1,0.875,True,False,False,False,0.0
15945,5738685933,31,my colleagues' view is that artificial banana flavoring is based on an extinct banana type,693.0,79.0,10.0,1.0,0.0,0.16161616161616163,0.12658227848101267,0,0.8666666666666667,True,False,False,False,1.0
13186,6810508560,10,our reasoning is that the world generates 2.5 quintillion bytes of data every day,3390.0,1208.0,98.0,11.0,3.0,0.4545722713864307,0.08112582781456953,0,1.0,True,False,False,False,1.0
13151,9065380911,11,our position is that the average american spends time totalling 2.5 days annually looking for lost items,1801.0,767.0,246.0,4.0,0.0,0.8423098278734037,0.32073011734028684,1,1.0,True,False,False,True,1.0
7817,3314896596,44,someone located a report claiming that canada has the most lakes in the world,245853.0,135153.0,23660.0,1772.0,234.0,0.8619662969335334,0.17506085695471058,0,0.9285714285714286,False,False,False,False,1.0
12529,1761487096,18,"our opinion is that starting in 1990, american basketball player michael jordan and the chicago bulls never had a three-game losing streak for eight years",3377.0,953.0,277.0,18.0,2.0,0.5454545454545454,0.2906610703043022,0,1.0,True,True,False,False,1.0
6275,4241791508,52,a colleague learned  in a discussion board that there is a world championship for throwing mobile phones,855632.0,465479.0,27306.0,2779.0,401.0,0.6504385062737251,0.05866215232051285,0,0.8823529411764706,False,False,False,False,1.0
15066,7752920138,40,my family's understanding is that there might be a huge planet in this solar system,9007.0,2431.0,443.0,59.0,2.0,0.437548573331853,0.18222953517071164,0,1.0,True,False,False,False,1.0
10436,7632534653,12,my friends think that mars has running water,377.0,15.0,5.0,0.0,0.0,0.07957559681697612,0.3333333333333333,1,1.0,True,False,False,False,0.0
14549,3617853568,9,my friends' hypothesis is that an average user spends 40% of their day on the internet,8190.0,3269.0,979.0,69.0,12.0,0.7859584859584859,0.2994799632915265,1,1.0,True,False,False,False,0.0
3465,6983844314,39,someone learned  on a website that there are currently 6 spacecrafts on mars,505878.0,174004.0,51539.0,1503.0,55.0,0.6587359007507739,0.2961943403599917,0,0.9230769230769231,False,False,False,True,1.0
11300,1504049618,60,my view is that a day on mars is about the same length as on earth,5485.0,1114.0,28.0,2.0,0.0,0.2195077484047402,0.025134649910233394,0,0.875,True,False,False,False,1.0
11981,2019066854,48,my position is that saturn is less dense than water,415.0,165.0,44.0,2.0,0.0,0.7301204819277108,0.26666666666666666,0,0.9,True,False,False,False,1.0
3922,7369972384,52,someone read  in the media that 12 plants and 5 animals make up 75% of diets around the world,43761.0,1679.0,563.0,15.0,2.0,0.07808322478919585,0.3353186420488386,1,0.9473684210526315,False,False,False,False,1.0
6901,2002778966,7,a colleague read  in the media a claim that melting glaciers make fizzy noises,883264.0,468753.0,140156.0,7003.0,1787.0,1.0345762988189262,0.29899755308232695,1,0.9285714285714286,False,False,False,True,1.0
12210,7194366235,5,my belief is that sea otters are born unable to swim,1421.0,282.0,41.0,5.0,2.0,0.2983814215341309,0.1453900709219858,0,1.0,True,False,False,False,0.0
16969,2058413453,8,my colleagues' hypothesis is that outerspace partly smells like diesel fuel and barbeque,2942.0,32.0,7.0,0.0,0.0,0.018014955812372536,0.21875,0,1.0,True,False,False,False,1.0
6293,6389202272,48,a colleague learned  in a discussion board that flossing your teeth improves memory,894774.0,89324.0,33936.0,1157.0,473.0,0.21854568863198975,0.379920290179571,1,0.9230769230769231,False,False,False,False,1.0
4338,4207222403,56,someone read  in the media that saturn is less dense than water,957043.0,553223.0,207490.0,5737.0,3772.0,1.254330265202295,0.3750567131156875,1,1.0,False,False,False,False,1.0
6126,5181058865,19,a colleague learned  from the media that a pineapple plant can only produce one pineapple a year,920965.0,605480.0,82611.0,11620.0,4941.0,0.9751239189328584,0.13643885842637246,0,0.8235294117647058,False,False,False,True,0.0
514,3368130497,34,the news reported someone discovered that the cheetah is the fastest land animal on earth,230799.0,48174.0,4275.0,1084.0,56.0,0.27887035905701496,0.08874081454726616,0,0.8666666666666667,False,False,False,False,1.0
1279,6433786422,19,a colleague told them the media discovered the people who are currently alive are only 7% of the total number of people who have ever lived,346422.0,34929.0,2969.0,775.0,118.0,0.13393202510233185,0.0850010020326949,0,0.7692307692307693,False,False,False,False,1.0
18446,6118684801,28,my colleagues are willing to bet that the world generates 2.5 quintillion bytes of data every day,4723.0,976.0,330.0,6.0,0.0,0.42007198814312935,0.33811475409836067,1,1.0,True,True,False,False,1.0
18257,7661420215,51,"my colleagues are willing to say that 99% of individuals in denmark, ireland and the united arab emirates have internet access",5199.0,2111.0,344.0,2.0,0.0,0.6056934025774188,0.16295594504973945,0,1.0,True,False,False,False,1.0
8305,3445254928,53,a colleague read an article claiming that a full jumbo jet tank has enough fuel to drive a car around the world four times,854175.0,241708.0,96329.0,1180.0,656.0,0.6269757368220797,0.39853459546229336,1,0.9166666666666666,False,False,False,False,1.0
8273,2098118186,30,a colleague read an article claiming that new islands are being formed by volcanoes in the sea everyday,141035.0,75152.0,29541.0,21.0,8.0,1.1617967171269543,0.39308335107515435,1,1.0,False,False,False,False,0.0
17343,9627153178,22,my friends say that the eiffel tower gets taller during the summer,4034.0,174.0,17.0,3.0,0.0,0.05800694100148736,0.09770114942528736,0,0.9166666666666666,True,False,False,False,1.0
10867,5015002782,10,my colleagues think that it is physically impossible for humans to keep their eyes open while sneezing,4051.0,1706.0,522.0,24.0,2.0,0.8264626018267095,0.305978898007034,1,1.0,True,False,False,False,0.0
17379,3767537912,8,i am willing to say that yellowstone national park is home to a supervolcano,6253.0,2427.0,383.0,25.0,3.0,0.5848392771469695,0.15780799340749896,0,0.9285714285714286,True,False,False,False,1.0
16148,8081607305,34,my colleagues' thinking is that it is illegal to waste food in french supermarkets,4438.0,1671.0,300.0,11.0,3.0,0.5881027489860298,0.17953321364452424,0,0.9285714285714286,True,True,False,False,0.0
3019,6252605012,18,a friend read  in the media a claim that ravens are always aware when someone is watching them,496897.0,315725.0,63260.0,6389.0,2671.0,1.0666476150993063,0.20036424103254413,0,0.9444444444444444,False,False,False,False,1.0
2693,1415324950,38,a friend read  in a discussion board that no two tongue prints are alike,372121.0,136001.0,34309.0,2705.0,323.0,0.6656141416367257,0.2522702038955596,0,0.9285714285714286,False,False,False,False,1.0
17192,4718782253,60,my friends tell me that the automotive industry employs about 9.9 million americans,6614.0,1729.0,137.0,15.0,3.0,0.331267009374055,0.07923655292076345,0,0.9285714285714286,True,False,False,False,1.0
5380,6997608568,53,i read  in the media that the eye of an ostrich is bigger than its brain,256773.0,105275.0,35462.0,380.0,65.0,0.8292577490624015,0.3368511042507718,1,0.9375,False,False,False,False,0.0
6058,7739264825,20,"a colleague learned  on an internet forum a claim that the city with the largest bus network in the world is jakarta, indonesia",805572.0,216542.0,519.0,3632.0,1777.0,0.2886756242769113,0.0023967636763306886,0,0.8695652173913043,False,False,False,False,0.0
13144,1683572356,25,our position is that cactus spines can be used to make hooks,7775.0,1284.0,329.0,5.0,2.0,0.2945337620578778,0.2562305295950156,0,1.0,True,False,True,False,1.0
4743,9678338604,60,i learned  on social media a claim that cannonballs were the first objects thrown in international shot put events in the early 1900s,763618.0,38261.0,13142.0,632.0,267.0,0.10491764206710685,0.3434829199445911,1,0.9130434782608695,False,False,False,False,1.0
18665,5099662211,52,"my friends are convinced  that at birth, baby pandas are smaller than mice",9139.0,2914.0,168.0,13.0,4.0,0.37914432651274754,0.05765271105010295,0,0.9230769230769231,True,False,False,False,1.0
7019,8460291335,25,a colleague read  in a discussion board that a banana is technically a berry,113702.0,19510.0,1742.0,256.0,91.0,0.2259063165115829,0.08928754484879549,0,0.7857142857142857,False,False,True,False,1.0
14203,4170063430,32,"my friends' sentiment is that blue whales eat 500,000 calories in 1 mouthful on average",9082.0,1068.0,379.0,6.0,1.0,0.2449900902884827,0.3548689138576779,1,1.0,True,False,False,False,1.0
12223,5373971527,18,my belief is that a giant tortoise that was believed to be extinct was found in the galapagos islands,8428.0,3087.0,426.0,62.0,4.0,0.5409349786426199,0.1379980563654033,0,0.8947368421052632,True,False,False,False,0.0
5689,5704651071,12,i read  on a website a claim that captive ravens can speak better than parrots,56756.0,1376.0,170.0,9.0,2.0,0.03377616463457608,0.12354651162790697,0,0.9333333333333333,False,False,True,False,0.0
8188,7195605007,8,i discovered a story claiming that yellowstone national park is home to a supervolcano,469855.0,297520.0,118740.0,7177.0,3137.0,1.450543252705622,0.3990992202204894,1,0.9285714285714286,False,False,False,False,1.0
11571,5952895027,7,my understanding is that dragonflies can see in all directions at the same time,852.0,301.0,71.0,7.0,2.0,0.6326291079812206,0.23588039867109634,0,1.0,True,True,False,False,1.0
8094,6693820062,22,i encountered a story mentioning that snakes can predict earthquakes,774875.0,101291.0,10984.0,239.0,150.0,0.17455718664300693,0.10844003909527994,0,1.0,False,False,False,False,1.0
52,1291361813,53,someone shared with me that the town of calama in chile has never experienced rain,984793.0,453657.0,15329.0,521.0,30.0,0.5090074766981487,0.03378984563227284,0,1.0,False,False,False,False,1.0
11941,9518781058,56,my position is that austrian physicist erwin schrödinger was allergic to cats,5461.0,1502.0,408.0,5.0,1.0,0.5022889580662883,0.27163781624500666,0,1.0,True,False,False,False,0.0
2665,9858953844,12,a friend read  on social media a claim that snakes can predict earthquakes,196227.0,123361.0,30872.0,2326.0,198.0,1.1382276648983065,0.2502573746970274,0,0.9230769230769231,False,False,False,False,1.0
93,8176623100,26,"a friend mentioned someone discovered that american industrialist andrew carnegie had a net worth of $475 million usd, worth over $300 billion usd today",879769.0,107260.0,27447.0,2288.0,1257.0,0.22617187011590542,0.255892224501212,0,0.875,False,False,False,False,1.0
16257,2100992747,52,my colleagues' understanding is that australia has the most number of venomous snakes worldwide,1383.0,245.0,32.0,6.0,2.0,0.26247288503253796,0.1306122448979592,0,1.0,True,False,False,False,0.0
18111,9700874867,6,my family is willing to wager that 170-year-old champagne was found under the baltic sea,8021.0,669.0,259.0,10.0,3.0,0.1847649918962723,0.38714499252615847,1,1.0,True,False,False,False,1.0
1732,7258704478,6,"a friend learned  in the media that london, england has the world's oldest subway system",34884.0,17344.0,5413.0,101.0,64.0,0.9750601995184038,0.31209640221402213,1,0.9375,False,False,False,False,0.0
14765,5584824051,40,my family's view is that canned pumpkins do not contain actual pumpkins,8289.0,3043.0,327.0,23.0,8.0,0.49571721558692244,0.10745974367400592,0,0.9230769230769231,True,False,False,False,0.0
4330,7289751870,38,someone read  in the media that kite flying is a professional sport in thailand.,698268.0,373771.0,50857.0,5518.0,1921.0,0.782991630720583,0.1360645957016462,0,0.9285714285714286,False,False,False,False,0.0
16533,5383356632,23,my colleagues' sentiment is that the oldest playable musical instruments were found in china,5168.0,922.0,356.0,18.0,7.0,0.39821981424148606,0.38611713665943603,1,1.0,True,False,False,False,1.0
18189,3047618655,55,my family is willing to bet that there are currently 6 spacecrafts on mars,2191.0,380.0,90.0,6.0,1.0,0.3057964399817435,0.23684210526315788,0,1.0,True,False,False,False,0.0
13732,1435666956,7,my friends' opinion is that playing dance music helps ward off mosquitoes,2072.0,557.0,153.0,2.0,1.0,0.4942084942084942,0.2746858168761221,0,1.0,True,False,False,False,1.0
15609,2416431764,51,my family's belief is that yellowstone national park is home to a supervolcano,778.0,120.0,11.0,1.0,0.0,0.20051413881748073,0.09166666666666666,0,0.9285714285714286,True,False,False,False,1.0
2319,8972511284,60,a friend read  online that the world’s largest pyramid cannot be found in egypt,856965.0,453130.0,46272.0,8671.0,765.0,0.7228871657535605,0.10211639043982963,0,1.0,False,False,False,False,1.0
7445,3583833099,31,a friend read a study claim that the tallest tower of cupcakes ever made was over 35 feet,371224.0,158623.0,57732.0,3711.0,1087.0,0.929697433355602,0.36395730757834616,1,0.9444444444444444,False,False,False,True,1.0
9801,5989599510,51,i understand that gross domestic product (gdp) is the best financial indicator of a country's overall trade potential,2046.0,150.0,48.0,1.0,0.0,0.14516129032258066,0.32,1,1.0,True,False,False,False,1.0
12401,2990864371,29,our point of view is that applying an equal amount of pressure to the total surface area of an egg will prevent it from breaking,6478.0,856.0,156.0,15.0,2.0,0.21194813213954924,0.1822429906542056,0,0.88,True,False,False,False,1.0
17816,8795572830,11,my friends are willing to wager that penguins can jump as high as 9 feet in the air,2717.0,1163.0,143.0,24.0,7.0,0.6175929333824071,0.12295786758383491,0,0.9444444444444444,True,False,False,False,1.0
13989,9404376834,15,my friends' impression is that it is illegal to waste food in french supermarkets,9903.0,2799.0,268.0,16.0,1.0,0.36887811774209833,0.09574848160057163,0,0.9285714285714286,True,False,False,False,0.0
11938,4898414515,35,my sentiment is that the moon is moving away from the earth,9006.0,307.0,16.0,2.0,1.0,0.04030646235842771,0.05211726384364821,0,0.8333333333333334,True,False,False,False,0.0
11869,9656976170,20,my sentiment is that the car radio was first introduced in 1922,831.0,98.0,36.0,0.0,0.0,0.24789410348977137,0.3673469387755102,1,1.0,True,False,False,False,0.0
18650,5960666658,59,my friends are convinced  that there might be a huge planet in this solar system,1118.0,256.0,10.0,3.0,1.0,0.26565295169946335,0.0390625,0,1.0,True,False,False,False,1.0
1452,2278600637,14,a colleague told them the media revealed losing weight alters brain activity,487331.0,251418.0,90129.0,3983.0,2111.0,1.1039232061986617,0.35848268620385176,1,1.0,False,False,True,False,0.0
5341,6795496285,21,i read  on an internet forum a claim that pineapples are named after pinecones,354643.0,74339.0,10046.0,531.0,81.0,0.2995463043116599,0.13513768008716825,0,1.0,False,False,False,False,0.0
